industry,date_y,index_x_x,size_real_x,target_founded_x,index_x_y,size_real_y,target_founded_y
Dental Products & Services,2013,152493.58333333334,9128958.286745716,2007.6666666666667,138460.56113004516,9418464.60362416,1.9694638556691866
Dental Products & Services,2014,70185.45454545454,21679446.47897533,2006.5454545454545,65060.22662635542,18046149.289437875,0.6875516509522984
Dental Products & Services,2015,142459.66666666666,864457.3234077906,2007.6666666666667,109397.39704551171,288503.59135821095,2.5166114784235796
Dental Products & Services,2016,180855.7857142857,36816496.409637086,2007.107142857143,147515.86325302685,55016860.61813881,1.7709442075467454
Dental Products & Services,2017,96700.58333333333,28989145.521308612,2006.75,65436.84643915471,27794873.776033342,1.5447859516333315
Dental Products & Services,2018,181323.88888888888,26558901.24564329,2007.0,114642.6010886054,42956928.93064929,2.179449471770363
Dental Products & Services,2019,158887.33333333334,54083231.230323754,2006.0416666666667,139930.44788709874,40524808.02832806,1.899179838238332
Dental Products & Services,2020,134308.6,9916495.793037143,2006.8,126695.01441572198,20366996.43850659,1.6431676725155036
Disease Diagnosis,2000,538854.625,1520793.3991096732,2000.0,9026.705979441575,1033882.130668332,0.0
Disease Diagnosis,2001,453454.4,4090999.9191773017,2000.2666666666667,179748.45640537303,6066226.269807243,0.45773770821704113
Disease Diagnosis,2002,380894.8823529412,30966990.401881453,2000.7058823529412,226020.66279487655,53070158.072652645,0.6859943405701694
Disease Diagnosis,2003,529563.8666666667,13361244.565644566,2001.4,12530.868906519652,15165738.159628795,1.1832159566199585
Disease Diagnosis,2004,354903.1111111111,4429484.457561659,2001.1666666666667,238319.13338455098,4243648.657011233,1.4245742398013752
Disease Diagnosis,2005,286371.5333333333,9953384.132953811,2001.6,269606.0497985551,9933100.378175134,1.3522468075655325
Disease Diagnosis,2006,188986.2972972973,5139022.911838546,2003.2432432432433,249605.52547123286,5146904.953067442,1.4415540496554153
Disease Diagnosis,2007,153358.9411764706,9041932.217267506,2003.6470588235295,233956.5693470972,12417026.047603823,1.3230440781767863
Disease Diagnosis,2008,72829.78947368421,9923991.016177252,2003.4736842105262,164915.17534699768,10778639.829706252,2.7561732942741717
Disease Diagnosis,2009,84455.22448979592,15798335.666585095,2003.9795918367347,174689.684625131,16793369.89710636,1.9092952006605295
Disease Diagnosis,2010,44920.34375,15247349.625138719,2004.328125,119988.91391426296,11604626.01987498,2.7605767024588106
Disease Diagnosis,2011,45150.86,9714212.481774103,2005.94,67174.28569606021,9390174.0178924,2.802404215625478
Disease Diagnosis,2012,38970.61363636364,28992456.928513538,2006.909090909091,59041.35514737063,25730469.575189833,2.1761731059114697
Disease Diagnosis,2013,25991.8,20859565.743226286,2006.0,23926.247809122295,28543186.973600928,2.222875720904799
Disease Diagnosis,2014,66537.33333333333,8127677.258949315,2006.1515151515152,75528.92918141808,10020219.124463748,2.8627042735106016
Disease Diagnosis,2015,87957.6724137931,59787920.37973204,2006.8620689655172,107982.52815112428,155812037.15299335,2.357877992335324
Disease Diagnosis,2016,159154.2962962963,8090248.553306216,2006.888888888889,154001.3505282477,13107320.45265866,2.7221786146864253
Disease Diagnosis,2017,109745.41509433962,51531616.8211064,2007.132075471698,112733.28661106298,86114009.86800303,3.1258090389595434
Disease Diagnosis,2018,189026.59375,98107562.6781714,2006.5625,133230.72880215067,463425643.771026,3.472820736946803
Disease Diagnosis,2019,227306.46666666667,18241091.740900595,2006.8,164986.44599580427,15265724.399650259,3.5174442132183996
Disease Diagnosis,2020,184690.06896551725,14071483.15267964,2006.8620689655172,144207.73639810903,25568779.96116943,3.49207406576491
Drug Delivery,2000,518668.5,1203018.894705808,2000.0,8102.736605616648,1050639.9987792023,0.0
Drug Delivery,2001,382389.13333333336,5814877.961686083,2000.1333333333334,228563.0629053943,4954804.374365788,0.3518657752746054
Drug Delivery,2002,389980.75,2933159.1975731985,2000.875,235082.74693438114,2992434.668432957,0.9910312089651341
Drug Delivery,2003,339315.1818181818,2519132.534340194,2001.8181818181818,249830.03077965553,1405355.7470899695,1.470930441467712
Drug Delivery,2004,217604.0,6148685.654032496,2003.1,257587.212205023,7125943.7766624605,0.9944289260118271
Drug Delivery,2005,235666.7619047619,7780380.668482765,2001.5714285714287,258289.53145644613,5816981.370556372,1.5991068935949135
Drug Delivery,2006,281873.1818181818,12499087.530101152,2002.4545454545455,262025.41030015322,15001190.984722748,2.0670576365276947
Drug Delivery,2007,70902.175,14012554.601985807,2003.325,148455.04112639755,17898681.155722503,2.06791732215818
Drug Delivery,2008,31400.290322580644,28027356.693555847,2002.0645161290322,48071.26436739074,25332140.836310484,1.7876517906827178
Drug Delivery,2009,33754.52631578947,19589473.075111084,2003.842105263158,47638.37380001651,14000537.31298698,2.5097250392032677
Drug Delivery,2010,68729.7435897436,12467205.08098594,2004.5384615384614,126628.5402771508,13829413.729804587,2.113193565325738
Drug Delivery,2011,32638.425531914894,61659280.2529968,2004.5531914893618,60611.83783134485,66771745.410297014,2.6849703312934197
Drug Delivery,2012,48289.73333333333,7681165.688698107,2005.8,68690.6610656652,9017670.765329178,2.8334733858943335
Drug Delivery,2013,44883.23809523809,18180144.989491764,2004.904761904762,55434.67666795853,18927825.062967423,2.7102808193647316
Drug Delivery,2014,39645.653846153844,58053936.7235233,2006.3076923076924,58008.680029762654,194731013.11618802,2.074015058175464
Drug Delivery,2015,147559.1052631579,28205256.62885024,2005.5,155264.49161973436,38211875.748213425,3.2278350203997666
Drug Delivery,2016,91074.93103448275,17207935.118715838,2007.7931034482758,73057.323271295,15365565.043371825,2.4839385537722896
Drug Delivery,2017,157884.0,47952540.91918756,2007.0,112672.32052061411,98976417.76570784,1.8708286933869707
Drug Delivery,2018,93613.73529411765,34754657.17070291,2008.4705882352941,66349.47838451713,31470064.841980558,1.618740515220114
Drug Delivery,2019,172865.66666666666,17045197.09900849,2006.3333333333333,126789.49038728197,27908421.93776874,3.0628340439782784
Drug Delivery,2020,110498.34615384616,21073277.980652213,2006.1153846153845,107232.87560741518,15544266.544791948,4.072610200615081
Drug Development,2000,491504.9811320755,7982051.707289894,2000.0,120390.21091346294,24879005.14553056,0.0
Drug Development,2001,467524.6923076923,7769641.396711771,2000.4615384615386,156409.16476870643,9562188.104733096,0.501745206004213
Drug Development,2002,367310.28282828286,9289868.59674285,2000.858585858586,232537.44116014292,11076736.385434425,0.9259314230579405
Drug Development,2003,342109.4025974026,13868844.818386935,2001.5064935064936,239643.38542884155,20547663.917490456,1.2420629764456377
Drug Development,2004,182454.42105263157,26335225.18043618,2001.3508771929824,237457.5585288369,27075258.758785807,1.4633121367513138
Drug Development,2005,132572.37068965516,31190157.61353769,2001.3706896551723,210756.83400476852,34379804.68299251,1.5124421507518035
Drug Development,2006,77092.3,31161607.510316998,2003.0272727272727,169526.5712149032,29544150.64177721,1.9368900207447064
Drug Development,2007,53658.44298245614,26489339.848219085,2003.6666666666667,124820.17672435392,24923731.53980652,2.2059857163886023
Drug Development,2008,20971.85,22658552.240344577,2003.8125,50549.26354578653,20458523.621552207,2.235188847142478
Drug Development,2009,24985.014925373136,20259385.078607056,2004.8457711442786,61976.653346520536,20421847.027414545,2.3475720494509473
Drug Development,2010,39928.57786885246,12365194.577042017,2004.8647540983607,94299.3787975891,12762390.957924511,2.4965300076709633
Drug Development,2011,24728.87162162162,18375510.39104087,2005.087837837838,38360.02760948449,26086994.219420325,2.994750331245593
Drug Development,2012,32775.564245810056,14470940.516235666,2005.1564245810057,40513.892645097556,12274784.062493872,2.94101193290758
Drug Development,2013,45019.06976744186,24998329.564026512,2005.6279069767443,65659.5781555888,22691898.40903163,2.9767263569885767
Drug Development,2014,75301.35028248587,47620265.07170053,2005.8983050847457,85495.7085621674,96993493.86154269,2.7983045714460917
Drug Development,2015,60366.365296803655,47169327.85206402,2005.283105022831,86161.82227003713,39415435.78292078,2.949457646136096
Drug Development,2016,153070.625,44570584.71398056,2006.8823529411766,154442.08023616218,109211359.68117227,3.1857525967726854
Drug Development,2017,130121.42,41243489.376770705,2006.1533333333334,127469.10160033124,90413367.95992066,3.140419898113216
Drug Development,2018,154099.1242937853,90203511.77143791,2006.8474576271187,136468.42520822908,136368964.7250686,3.1450550616044053
Drug Development,2019,226788.4024390244,39064238.82384758,2006.780487804878,148923.1505028342,62135925.12778819,2.8715844592486346
Drug Development,2020,290144.07537688443,55459399.6937325,2005.788944723618,156688.0673975757,59533876.20009295,3.185459133448131
Drug Discovery,2000,18511.583333333332,11022197.14498331,2000.0833333333333,21295.714952920946,9772049.424784929,0.28867513459480226
Drug Discovery,2001,25713.633333333335,13913408.87845685,2000.5666666666666,25478.192301061805,6292402.695772025,0.504006932993682
Drug Discovery,2002,7378.896551724138,52023721.22427798,2000.603448275862,5097.425585837011,34991109.143374525,0.6993645028195724
Drug Discovery,2003,21403.48148148148,19163113.539295975,2000.8148148148148,18174.501394854466,20881604.657962617,0.7357380928772236
Drug Discovery,2004,10893.566666666668,43752879.10197453,2000.6333333333334,12484.591559967392,27615716.295467965,0.8629210672834161
Drug Discovery,2005,17644.725,39688306.66592132,2001.6625,36122.17878851921,38039669.25039952,1.7926979173259572
Drug Discovery,2006,10280.648648648648,22595849.12418679,2002.5945945945946,8214.361925636424,40434240.82613505,1.9215077913430898
Drug Discovery,2007,14045.408450704226,24230520.44755765,2002.661971830986,9224.180374858655,22558815.231731206,2.1642792397856727
Drug Discovery,2008,16887.4875,38492984.53359844,2004.2625,28384.527044127914,66512691.812788785,2.231782791935596
Drug Discovery,2009,28539.231884057972,12452903.983753134,2005.231884057971,79101.36972658506,13899161.684271775,2.2370209151001
Drug Discovery,2010,23893.113924050635,21284254.986562945,2004.7974683544303,29614.564906299383,25754768.31209384,2.784479635755028
Drug Discovery,2011,34707.25,5910547.288453128,2005.638888888889,52338.487911110205,5033919.991804359,2.7061071436688704
Drug Discovery,2012,28244.489361702126,12070556.00228491,2005.3617021276596,45146.46223554792,11589262.156947842,2.9149206262211216
Drug Discovery,2013,33967.90566037736,15362607.58859761,2005.0188679245282,31843.670950238804,19858311.99723246,2.845310352395933
Drug Discovery,2014,49735.168831168834,30670077.32181585,2005.1948051948052,64248.56137533407,26216954.415584344,3.187306076821162
Drug Discovery,2015,87448.13333333333,31234997.729033686,2007.0666666666666,103042.42359112378,37517338.761885025,2.5651072649889257
Drug Discovery,2016,179471.64705882352,16365392.860436268,2008.1764705882354,161287.1825591471,43017270.094816774,1.944070925842437
Drug Discovery,2017,107734.51351351352,21249247.340537988,2006.2972972972973,117320.33078371882,25845966.307915952,3.479023369223535
Drug Discovery,2018,167090.9411764706,25843893.666361663,2008.0392156862745,140495.09684831166,30215426.459579986,1.611965065548585
Drug Discovery,2019,145611.21538461538,72369271.62070797,2007.2769230769231,124864.01600184552,355218450.28120977,2.8641517740188287
Drug Discovery,2020,216863.77049180327,62067856.022138976,2006.1803278688524,191488.58037042257,149011058.8817974,3.471350345909086
Drug Manufacturing,2003,21553.0,14980863.860032804,2002.0,,,
Drug Manufacturing,2004,16252.5,1893338.9831070108,2004.0,3393.0,544196.6386331858,0.0
Drug Manufacturing,2006,28763.0,59684526.79018528,2009.0,,,
Drug Manufacturing,2007,16190.8125,13155845.899175161,2003.625,2519.2976327738643,14841003.697760243,1.0878112581387502
Drug Manufacturing,2008,16514.428571428572,12437946.731501797,2005.857142857143,5886.430521607665,10286125.365538405,1.6761634196950363
Drug Manufacturing,2009,34246.07142857143,7975855.348561267,2004.357142857143,58314.67520070515,7520624.193965,1.1507283885330222
Drug Manufacturing,2010,21806.11111111111,30211992.831332967,2005.3333333333333,14811.430555861614,34825263.25047169,1.5811388300841898
Drug Manufacturing,2011,29607.875,10222081.918842515,2005.4375,22227.306068212587,18764296.23856747,3.0103986446980593
Drug Manufacturing,2012,93391.875,25960387.260542136,2007.375,77048.9380671003,51084495.34097525,1.302470180629354
Drug Manufacturing,2013,101593.5,6969871.920787459,2006.4,95341.53515680118,8272662.267442966,3.3065591380366146
Drug Manufacturing,2014,87737.2,18860684.31343382,2007.0,62193.32378250731,30536793.208662573,2.4279079146675318
Drug Manufacturing,2015,87234.42857142857,19264168.539105438,2006.7857142857142,97254.31485599953,14296386.38953577,2.2249830225306195
Drug Manufacturing,2016,169381.92857142858,20349305.79886627,2007.9285714285713,147230.04649002882,11826756.236704614,2.813819897858056
Drug Manufacturing,2017,214359.92307692306,46714684.464099534,2006.3076923076924,105002.92505565542,74249704.92415248,3.0925883276153026
Drug Manufacturing,2018,244353.70588235295,72359692.01878697,2007.8235294117646,139835.23731241917,58885045.35866888,3.066661338443798
Drug Manufacturing,2019,131009.35,37868645.21443905,2006.2,134826.6171461762,34846513.16228874,3.1220775808830576
Drug Manufacturing,2020,261122.26666666666,45362983.54840065,2006.7333333333333,140004.6739673358,38216812.62474537,2.1468793419963834
Elective & Aesthetic Medicine,2000,25194.0,4046072.061429415,2007.0,,,
Elective & Aesthetic Medicine,2001,25194.0,156036.4464692483,2007.0,,,
Elective & Aesthetic Medicine,2002,36571.333333333336,3082370.937727733,2003.0,9853.059693990153,2535876.9492191034,3.4641016151377544
Elective & Aesthetic Medicine,2003,25194.0,150054.76451259584,2007.0,,,
Elective & Aesthetic Medicine,2004,12427.6,15756869.504736418,2002.2,7136.634556988329,8232837.382980855,2.683281572999751
Elective & Aesthetic Medicine,2005,296696.8,8706902.601743592,2004.0,270212.35107448365,501945.87339775433,0.0
Elective & Aesthetic Medicine,2006,3120.8928571428573,15202666.694725612,2004.7857142857142,2958.644401038918,8219254.60298746,1.9120890816289857
Elective & Aesthetic Medicine,2007,4617.0,32985500.82584137,2002.0,0.0,0.0,0.0
Elective & Aesthetic Medicine,2008,74922.125,9164415.086405076,2004.125,169352.39776567128,3982794.021125784,1.356202681860545
Elective & Aesthetic Medicine,2009,6430.0,13965338.274734933,2002.3333333333333,4209.0,4750965.343592104,1.9999999999999858
Elective & Aesthetic Medicine,2010,15983.0,9461369.52748401,2005.0,0.0,0.0,0.0
Elective & Aesthetic Medicine,2011,12665.57142857143,29905969.774575584,2002.4285714285713,19334.513560445415,24703089.42580382,1.6183471874253659
Elective & Aesthetic Medicine,2012,270859.2,10902282.225525161,2005.6,196495.8688654802,9670069.167242503,2.6076809620810617
Elective & Aesthetic Medicine,2014,100800.0,6733758.306523884,2006.25,82423.35041722097,6983876.508274169,4.11298755975101
Elective & Aesthetic Medicine,2015,87608.0,6641241.73182622,2008.75,64486.32447788187,10950351.934488323,1.8929694486001163
Elective & Aesthetic Medicine,2016,14961.2,23120478.04413215,2002.8,21807.488381542502,25036254.32191431,1.686548085423128
Elective & Aesthetic Medicine,2017,83418.875,58758248.05110074,2004.5625,100063.28528078285,139617860.96297264,3.6142080737002518
Elective & Aesthetic Medicine,2018,56338.0,5442081.68992566,2006.0,,,
Elective & Aesthetic Medicine,2019,202445.0,14170726.915978624,2006.0,151500.93206533967,13078121.49943686,2.160246899469287
Elective & Aesthetic Medicine,2020,44562.5,2014727.1803136393,2004.75,23550.999999999996,1102052.1275733258,2.500000000000019
Health & Wellness (non-internet/mobile)…,2003,25121.0,7573983.739837399,2000.0,0.0,0.0,0.0
Health & Wellness (non-internet/mobile)…,2004,10128.0,2928915.0187065736,2001.0,0.0,0.0,0.0
Health & Wellness (non-internet/mobile)…,2007,9269.0,11927160.165413173,2004.0,0.0,0.0,0.0
Health & Wellness (non-internet/mobile)…,2009,20780.75,636734.5172879578,2002.75,21305.5,4133.675247459041,3.5
Health & Wellness (non-internet/mobile)…,2010,10128.0,1372557.9489047772,2001.0,0.0,0.0,0.0
Health & Wellness (non-internet/mobile)…,2011,46486.333333333336,6235119.477627363,2003.6666666666667,10872.399198582314,10267005.128483487,3.785938897200195
Health & Wellness (non-internet/mobile)…,2012,107714.66666666667,882099.7818098172,2006.1666666666667,95470.53533036602,1045338.3463102039,4.262237284181469
Health & Wellness (non-internet/mobile)…,2013,80670.0,1309019.3859539027,2006.5,18657.83440452473,1129598.3969214004,1.7320508075688772
Health & Wellness (non-internet/mobile)…,2014,95333.0,7174698.092622034,2003.3333333333333,87107.57377518903,9304247.852525309,4.041451884327364
Health & Wellness (non-internet/mobile)…,2015,193613.85714285713,1705723.70962518,2008.5714285714287,83181.17200710863,1028352.4921026553,2.99205296617238
Health & Wellness (non-internet/mobile)…,2016,223841.75,1723141.3736032383,2008.625,87493.56918205066,1110012.4988617753,3.1139088893910816
Health & Wellness (non-internet/mobile)…,2017,78676.33333333333,18321735.710201256,2008.0,22462.38957309158,14893651.08692132,0.0
Health & Wellness (non-internet/mobile)…,2018,294370.125,13262461.756482948,2005.625,103800.84562611437,29538304.59248908,3.2043497223082498
Health & Wellness (non-internet/mobile)…,2019,398898.4,9102346.611862231,2006.6,28306.945204313368,15542558.696201192,3.4351128074635144
Health & Wellness (non-internet/mobile)…,2020,233017.8064516129,29067411.100184556,2007.8709677419354,109225.10454574057,24169491.528808013,3.2118731345210563
Healthcare Plans,2003,24737.0,2960561.858454889,2000.0,,,
Healthcare Plans,2004,26375.0,4430881.585811163,2001.0,0.0,0.0,0.0
Healthcare Plans,2008,83320.75,6434722.204602933,2007.25,109217.5,14828.241476578714,1.5
Healthcare Plans,2010,28203.5,5712361.626344424,2000.5,4902.371313966334,835445.2219414815,0.7071067811865476
Healthcare Plans,2011,24737.0,111132.14179487871,2000.0,,,
Healthcare Plans,2012,24737.0,1252451.4724127322,2000.0,0.0,1619067.6952880118,0.0
Healthcare Plans,2013,24737.0,2011085.0894169689,2000.0,0.0,2108556.81233319,0.0
Healthcare Plans,2014,48193.333333333336,66060595.60983025,2005.6666666666667,45266.48248244316,73152050.7414908,5.131601439446877
Healthcare Plans,2015,179346.0,6538152.677925505,2003.5,95885.09374245822,745290.8948889241,2.1213203435596424
Healthcare Plans,2018,111545.0,14392418.381311752,2002.0,,,
Healthcare Plans,2020,412648.0,267377.5918061454,2007.0,,,
Healthcare Software,2000,526629.0,1665809.640703679,2000.0,15902.935604262888,1957810.2665961906,0.0
Healthcare Software,2001,493769.5714285714,5482169.974122748,2000.0,134013.0543869137,6572687.408906302,0.0
Healthcare Software,2002,433738.2916666667,2797538.3455694676,2000.75,192808.0921397321,4186467.026101612,1.0733936430981121
Healthcare Software,2003,380389.57692307694,4810624.389230285,2001.3461538461538,228859.11646987946,4921999.684867399,1.9171292641301778
Healthcare Software,2004,454256.48,2689034.1018659216,2001.4,166284.04963473394,2043123.8701060188,1.3228756555322734
Healthcare Software,2005,305941.28571428574,7804560.82252394,2003.142857142857,264264.47623926733,7239654.44009976,1.7968225924034102
Healthcare Software,2006,177912.76470588235,8071027.088987964,2002.2941176470588,243166.43811480477,8302167.092394504,2.568187733654673
Healthcare Software,2007,210188.66666666666,6363664.847490676,2003.6666666666667,260830.18341141677,7335056.136327772,2.1055482263138394
Healthcare Software,2008,100478.96153846153,9059131.714610262,2003.076923076923,187064.81522071024,9521430.4997012,2.667179437879292
Healthcare Software,2009,53673.65517241379,5787558.711357533,2004.2758620689656,125704.98242804059,5730935.362951277,2.5056586206330347
Healthcare Software,2010,83653.22727272728,2201954.7715501506,2006.0454545454545,112236.50565315904,3150558.2874155827,2.7163924382879325
Healthcare Software,2011,73650.23404255319,5978327.192396769,2006.1914893617022,127991.97923311152,6401118.519220871,2.9165069776997288
Healthcare Software,2012,134917.66666666666,7214454.706626261,2005.6296296296296,194449.6040544261,7096629.677478205,3.102705372216405
Healthcare Software,2013,116072.86486486487,7632600.298939541,2006.2972972972973,143292.05481214507,10659796.721075617,3.062904076425063
Healthcare Software,2014,103751.91803278688,33616701.3730269,2006.950819672131,123769.81833054656,52026515.9938276,2.584738732820013
Healthcare Software,2015,93826.36538461539,40245877.53690288,2006.8076923076924,95616.14757282267,39807298.82214205,2.910686608159665
Healthcare Software,2016,88526.19354838709,30101398.170105472,2007.016129032258,88983.27040643214,34846318.16739365,2.0842259677676154
Healthcare Software,2017,188175.42857142858,25663025.60636395,2006.8214285714287,165183.12762318258,26394361.463673033,2.8355351770450534
Healthcare Software,2018,132525.05555555556,17613280.384719808,2008.037037037037,116118.30303867588,36818496.17449208,2.306373146943492
Healthcare Software,2019,109884.40677966102,24002969.835727658,2007.0677966101696,108840.84779386298,36866511.555058986,2.9176301600825556
Healthcare Software,2020,174589.28260869565,27366714.493508644,2006.6521739130435,184972.3827663246,102577612.01692095,2.7826237922295882
Internet Software & Services,2000,41135.125,42259724.29626469,2003.5,15032.736614635407,16434437.617983747,1.4142135623730951
Internet Software & Services,2001,14138.5,9348033.822488753,2000.5,14435.584937923368,4433392.492419151,0.7071067811865476
Internet Software & Services,2002,10936.0,8001101.928374656,2001.0,0.0,0.0,0.0
Internet Software & Services,2003,14845.923076923076,7423640.83239015,2000.3076923076924,8338.857650197442,7141706.511842533,0.7510676161987881
Internet Software & Services,2004,11016.583333333334,10379167.485559398,2001.0833333333333,5996.862262252172,7717883.624732281,0.9962049198955324
Internet Software & Services,2005,36550.846153846156,4060856.9811036806,2002.6153846153845,35269.03458617808,4360179.971700449,1.85015591858552
Internet Software & Services,2006,16938.875,8666486.4626119,2002.71875,13535.146246692528,5857856.336381765,2.1587686902641385
Internet Software & Services,2007,15243.131147540984,13936510.372063499,2003.9180327868853,15152.782173004192,12569447.188083015,2.382541234111161
Internet Software & Services,2008,25417.78947368421,8745586.147985639,2005.2631578947369,21492.13395452329,11906200.282592326,2.4894514297436237
Internet Software & Services,2009,26246.5,7069521.344645179,2005.388888888889,33355.64595703803,7133014.926483705,2.7961520619733378
Internet Software & Services,2010,41909.98,12650504.12009303,2006.06,35088.08812751189,18948277.034996558,2.3519602827678057
Internet Software & Services,2011,46209.54437869822,9836813.13627834,2006.9289940828403,46755.22668515745,13929931.97353673,2.633515585534006
Internet Software & Services,2012,47335.77181208054,18783068.557249222,2006.020134228188,24149.97239132237,30694323.190473113,2.9258165842313835
Internet Software & Services,2013,67699.69135802469,15667389.323841784,2006.567901234568,74581.48415699054,30126628.599775728,2.7861158501680245
Internet Software & Services,2014,72527.00546448087,26075977.387198772,2006.775956284153,68166.76284957414,69492032.70544203,2.8009164587804585
Internet Software & Services,2015,98747.80628272251,24380139.70487945,2006.7486910994764,79579.20082851031,30728126.23258701,3.084713731301186
Internet Software & Services,2016,105732.52380952382,23065184.655692346,2007.6802721088436,80215.11486487686,40116153.59289867,2.622313092070977
Internet Software & Services,2017,116351.3870967742,56821233.562731795,2006.8145161290322,89525.57715147232,122743709.7840153,3.3577163539463335
Internet Software & Services,2018,145745.36936936938,34958787.4257235,2007.5135135135135,131950.71205525793,39827319.60677803,2.729851360804975
Internet Software & Services,2019,177808.8987341772,22181742.294987153,2007.126582278481,152403.14560575207,32141212.188933507,3.2595700857297607
Internet Software & Services,2020,205299.775,39617008.841920994,2007.37,158588.93110469286,86547724.77790664,3.356999737292325
Medical Devices & Equipment,2000,155086.18032786885,11707124.606561711,2000.704918032787,232588.27540086856,14059268.35290398,1.475852999625248
Medical Devices & Equipment,2001,180782.19607843139,6456591.9091335945,2001.1764705882354,237625.33817268716,6861658.758116765,1.6792959669667462
Medical Devices & Equipment,2002,169768.44262295082,10010266.555948123,2000.9344262295083,232811.74335139294,9045748.782761386,1.2380850644217734
Medical Devices & Equipment,2003,138831.25748502993,13740097.910160596,2001.1437125748503,221445.74594104334,11109540.378651988,1.3633562816167555
Medical Devices & Equipment,2004,127636.46056782335,13556422.97632325,2001.7791798107255,209573.95374479127,12658559.409782507,1.5411472246993916
Medical Devices & Equipment,2005,98348.93297587131,16758979.391726026,2002.1849865951742,187383.44180245695,15773042.693248764,1.6199660863078342
Medical Devices & Equipment,2006,67252.82495344506,22987793.071945924,2002.7188081936686,156638.9319959481,29177908.96178012,2.007699748079872
Medical Devices & Equipment,2007,40065.85940246045,28020551.38953468,2002.9349736379613,109448.95086663766,48243125.81836133,2.2021892214934065
Medical Devices & Equipment,2008,47971.268421052635,19970106.52335829,2004.0894736842106,121567.13915769992,19229286.470843866,2.4460566314215866
Medical Devices & Equipment,2009,27878.615587846765,16165703.980400085,2004.003963011889,70078.82713887436,29277176.20787441,2.4728654712381766
